Data Set 3:Time(s),Data Set 3:Potential(mV),Data Set 3:EKG(mV)
64.230000000000004,0.1641693115234375,0.06883594063124801
64.234999999999999,0.2060546875,0.096850178907672835
64.239999999999995,0.185760498046875,0.12791067181415203
64.245000000000005,0.161651611328125,0.15368549040002188
64.25,0.1489105224609375,0.16835624464989624
64.254999999999995,0.1438751220703125,0.17233871358473268
64.260000000000005,0.1171722412109375,0.16804547353796637
64.265000000000001,0.1260986328125,0.15819015254929886
64.269999999999996,0.129913330078125,0.14718561486436207
64.275000000000006,0.0904693603515625,0.13659064180759695
64.280000000000001,0.029510498046875,0.12187675232508437
64.284999999999997,0.0536956787109375,0.10152404251025113
64.290000000000006,0.0791015625,0.082745009544705664
64.295000000000002,0.0638427734375,0.07096100157685134
64.299999999999997,0.0638427734375,0.064555890924828677
64.305000000000007,0.0638427734375,0.061274189546220346
64.310000000000002,0.037139892578125,0.058902330249114912
64.314999999999998,0.0015869140625,0.053311787997419036
64.320000000000007,0.00921630859375,0.043009725001974225
64.325000000000003,0.0384368896484375,0.03270327990463117
64.329999999999998,0.0346221923828125,0.027168474161851329
64.335000000000008,-0.0009307861328125,0.024357658672810319
64.340000000000003,-0.0161895751953125,0.019245066626138306
64.344999999999999,-0.0161895751953125,0.010895891195854658
64.349999999999994,-0.0009307861328125,0.0024955744850883449
64.355000000000004,0.0155487060546875,-0.0022117475945359244
64.359999999999999,-0.0288543701171875,-0.004058201860996714
64.364999999999995,-0.0708160400390625,-0.0094292519014279198
64.370000000000005,-0.0631866455078125,-0.021110607513136467
64.375,-0.0085601806640625,-0.032451755434266018
64.379999999999995,0.0041046142578125,-0.035556592622383289
64.385000000000005,-0.009857177734375,-0.030993350197706479
64.390000000000001,-0.0161895751953125,-0.024496935112875616
64.394999999999996,-0.014892578125,-0.019417027022931261
64.400000000000006,-0.0276336669921875,-0.01673138433800565
64.405000000000001,-0.049224853515625,-0.017830591137408869
64.409999999999997,-0.0428924560546875,-0.022876124838080072
64.415000000000006,-0.0276336669921875,-0.028639347245893329
64.420000000000002,-0.013671875,-0.031348027994322063
64.424999999999997,-0.009857177734375,-0.029886562932055653
64.430000000000007,-0.0288543701171875,-0.026524183572835446
64.435000000000002,-0.0123748779296875,-0.023663903684280001
64.439999999999998,-0.0161895751953125,-0.02111025815695387
64.445000000000007,-0.0161895751953125,-0.01877036528758096
64.450000000000003,-0.02130126953125,-0.017379163020976848
64.454999999999998,-0.0390777587890625,-0.018002937899980753
64.460000000000008,-0.04541015625,-0.021670659306464314
64.465000000000003,-0.04541015625,-0.027562947769627949
64.469999999999999,-0.041595458984375,-0.033578164039891986
64.474999999999994,-0.03778076171875,-0.038015930065958617
64.480000000000004,-0.0390777587890625,-0.040390894416367604
